AL, 78, 2013050112, 03, OFCL,  24, 286N,  891W,  95,    0, HU,  50, NEQ,   90,   70,   60,   90,    0,    0,   0, 115,  20,    ,   0, MJB, 295,   5, 
AL, 78, 2013050112, 03, OFCL,  24, 286N,  891W,  95,    0, HU,  64, NEQ,   50,   50,   40,   50,    0,    0,   0, 115,  20,    ,   0, MJB, 295,   5, 
AL, 78, 2013050112, 03, OFCL,  36, 293N,  906W,  95,    0, HU,  34, NEQ,  170,  160,  110,  130,    0,    0,   0, 115,  20,    ,   0, MJB, 300,   7, 
AL, 78, 2013050112, 03, OFCL,  36, 293N,  906W,  95,    0, HU,  50, NEQ,   90,   70,   70,   80,    0,    0,   0, 115,  20,    ,   0, MJB, 300,   7, 
AL, 78, 2013050112, 03, OFCL,  36, 293N,  906W,  95,    0, HU,  64, NEQ,   50,   40,   40,   50,    0,    0,   0, 115,  20,    ,   0, MJB, 300,   7, 
AL, 78, 2013050112, 03, OFCL,  48, 304N,  920W,  70,    0, HU,  34, NEQ,  140,  150,  100,   70,    0,    0,   0,  85,  20,    ,   0, MJB, 315,   8, 
AL, 78, 2013050112, 03, OFCL,  48, 304N,  920W,  70,    0, HU,  50, NEQ,   50,   70,   50,   30,    0,    0,   0,  85,  20,    ,   0, MJB, 315,   8, 
AL, 78, 2013050112, 03, OFCL,  72, 335N,  930W,  40,    0, TS,  34, NEQ,   50,   50,   30,    0,    0,    0,   0,  50,  20,    ,   0, MJB, 345,   8, 
AL, 78, 2013050112, 03, OFCL,  96, 360N,  910W,  30,    0, TD,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,  40,  20,    ,   0, MJB,  35,   7, 
AL, 78, 2013050112, 03, OFCL, 120, 375N,  880W,  20,    0, LO,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,  30,  20,    ,   0, MJB,  55,   7, 
AL, 78, 2013050118, 03, OFCL,   0, 280N,  863W,  75,    0, HU,  34, NEQ,  180,  180,   70,   90,    0,    0,   0,  90,  20,    ,   0, MJB,  50,   6,           ,  , 12, NEQ,  180,  180,   70,   90
AL, 78, 2013050118, 03, OFCL,   0, 280N,  863W,  75,    0, HU,  50, NEQ,   70,   60,   40,   70,    0,    0,   0,  90,  20,    ,   0, MJB,  50,   6,           ,  , 12, NEQ,  180,  180,   70,   90
AL, 78, 2013050118, 03, OFCL,   0, 280N,  863W,  75,    0, HU,  64, NEQ,   30,   30,   20,   30,    0,    0,   0,  90,  20,    ,   0, MJB,  50,   6,           ,  , 12, NEQ,  180,  180,   70,   90
AL, 78, 2013050118, 03, OFCL,   3, 281N,  860W,  75,  975, HU,  34, NEQ,  180,  180,   70,   90,    0,    0,   0,  90,  20,    ,   0, MJB,  70,   6,           ,  , 12, NEQ,  180,  180,   70,   90
AL, 78, 2013050118, 03, OFCL,   3, 281N,  860W,  75,  975, HU,  50, NEQ,   70,   60,   40,   70,    0,    0,   0,  90,  20,    ,   0, MJB,  70,   6,           ,  , 12, NEQ,  180,  180,   70,   90
AL, 78, 2013050118, 03, OFCL,   3, 281N,  860W,  75,  975, HU,  64, NEQ,   30,   30,   20,   30,    0,    0,   0,  90,  20,    ,   0, MJB,  70,   6,           ,  , 12, NEQ,  180,  180,   70,   90
AL, 78, 2013050118, 03, OFCL,  12, 285N,  852W,  85,    0, HU,  34, NEQ,  180,  180,   70,   90,    0,    0,   0, 105,  20,    ,   0, MJB,  60,   5, 
AL, 78, 2013050118, 03, OFCL,  12, 285N,  852W,  85,    0, HU,  50, NEQ,   70,   40,   40,   70,    0,    0,   0, 105,  20,    ,   0, MJB,  60,   5, 
AL, 78, 2013050118, 03, OFCL,  12, 285N,  852W,  85,    0, HU,  64, NEQ,   30,   20,   20,   30,    0,    0,   0, 105,  20,    ,   0, MJB,  60,   5, 
AL, 78, 2013050118, 03, OFCL,  24, 290N,  840W,  90,    0, HU,  34, NEQ,  160,  170,  110,  110,    0,    0,   0, 110,  20,    ,   0, MJB,  65,   6, 
AL, 78, 2013050118, 03, OFCL,  24, 290N,  840W,  90,    0, HU,  50, NEQ,   80,   70,   60,   80,    0,    0,   0, 110,  20,    ,   0, MJB,  65,   6, 
AL, 78, 2013050118, 03, OFCL,  24, 290N,  840W,  90,    0, HU,  64, NEQ,   50,   40,   40,   50,    0,    0,   0, 110,  20,    ,   0, MJB,  65,   6, 
AL, 78, 2013050118, 03, OFCL,  36, 296N,  823W,  70,    0, HU,  34, NEQ,  130,  150,  100,   90,    0,    0,   0,  85,  20,    ,   0, MJB,  70,   8, 
AL, 78, 2013050118, 03, OFCL,  36, 296N,  823W,  70,    0, HU,  50, NEQ,   60,   60,   60,   60,    0,    0,   0,  85,  20,    ,   0, MJB,  70,   8, 
AL, 78, 2013050118, 03, OFCL,  36, 296N,  823W,  70,    0, HU,  64, NEQ,   30,   30,   30,   20,    0,    0,   0,  85,  20,    ,   0, MJB,  70,   8, 
AL, 78, 2013050118, 03, OFCL,  48, 307N,  801W,  75,    0, HU,  34, NEQ,  140,  160,  110,  100,    0,    0,   0,  90,  20,    ,   0, MJB,  60,  11, 
AL, 78, 2013050118, 03, OFCL,  48, 307N,  801W,  75,    0, HU,  50, NEQ,   70,   70,   60,   60,    0,    0,   0,  90,  20,    ,   0, MJB,  60,  11, 
AL, 78, 2013050118, 03, OFCL,  48, 307N,  801W,  75,    0, HU,  64, NEQ,   30,   30,   30,   20,    0,    0,   0,  90,  20,    ,   0, MJB,  60,  11, 
AL, 78, 2013050118, 03, OFCL,  72, 335N,  765W,  75,    0, HU,  34, NEQ,  140,  160,  120,  110,    0,    0,   0,  90,  20,    ,   0, MJB,  45,  10, 
AL, 78, 2013050118, 03, OFCL,  72, 335N,  765W,  75,    0, HU,  50, NEQ,   70,   70,   60,   60,    0,    0,   0,  90,  20,    ,   0, MJB,  45,  10, 
AL, 78, 2013050118, 03, OFCL,  72, 335N,  765W,  75,    0, HU,  64, NEQ,   30,   30,   30,   20,    0,    0,   0,  90,  20,    ,   0, MJB,  45,  10, 
AL, 78, 2013050118, 03, OFCL,  96, 370N,  730W,  65,    0, HU,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,  80,  20,    ,   0, MJB,  40,  11, 
AL, 78, 2013050118, 03, OFCL, 120, 390N,  660W,  50,    0, EX,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,  60,  20,    ,   0, MJB,  70,  15, 
